2015-04-04 00:31:45,701 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.PortletRSS
2015-04-04 00:31:45,701 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.PortletSearch
2015-04-04 00:31:45,702 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.PortletSelection
2015-04-04 00:31:45,703 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.PortletSignUp
2015-04-04 00:31:45,703 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.PortletStatMetrics
2015-04-04 00:31:45,704 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.PortletStatReport
2015-04-04 00:31:45,704 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.PortletTopMember
2015-04-04 00:31:45,705 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.PortletWorkflow
2015-04-04 00:31:45,705 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.PortletWYSIWYG
2015-04-04 00:31:45,706 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.SignUp
2015-04-04 00:31:45,706 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.SmallNews
2015-04-04 00:31:45,707 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.WebPage
2015-04-04 00:31:45,708 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.ArticleMS
2015-04-04 00:31:45,708 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.Tag
2015-04-04 00:31:45,708 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.CategoryExtension
2015-04-04 00:31:45,708 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.FileDocumentExtension
2015-04-04 00:31:45,708 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.GroupExtension
2015-04-04 00:31:45,709 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.MemberExtension
2015-04-04 00:31:45,709 INFO [localhost-startStop-1] [JCMS 9] [jcms.TypeProcessor]  - Load generated.WorkspaceExtension
